"date","pr","srad","tmmn","tmmx","vs","vpd"
1996-03-01,0.3,225,262.7,278.8,4.2,0.35
1996-03-02,0,225.7,262.1,279.6,2.6,0.31
1996-03-03,0,206.4,268.2,285.4,3.1,0.6
1996-03-04,0,182.6,271.4,283.4,7.4,0.44
1996-03-05,0,157.9,271.3,282.1,9,0.21
1996-03-06,0.3,230.5,267.6,279.8,7,0.34
1996-03-07,0,221,265.8,285.4,3.2,0.6
1996-03-08,0,230.9,269.2,288.8,3.5,0.8
1996-03-09,0,232,270.7,290,3,0.86
1996-03-10,0,211.6,273.3,290.7,4.7,0.95
1996-03-11,0,239.2,271.4,288.9,5.8,0.82
1996-03-12,0.7,234.3,270.1,286.3,7,0.54
1996-03-13,18.7,131,268.2,279.7,6.2,0.13
1996-03-14,1,103.3,266.9,278,1.8,0.1
1996-03-15,0,225.5,266.7,283.7,3.1,0.31
1996-03-16,0,239.6,268.8,286,4,0.52
1996-03-17,0,234,269.7,287.5,4.4,0.71
1996-03-18,0,250.9,269.5,286.7,3.6,0.68
1996-03-19,0,255.5,270.3,288.6,2.6,0.84
1996-03-20,0,256.4,273.2,291.6,2,1.07
1996-03-21,0,234,275.1,291.9,2.6,1.11
1996-03-22,0,255.9,272.9,289.5,7.3,0.81
1996-03-23,0,252.5,270,282.4,11.3,0.43
1996-03-24,0,265.2,263.3,282,4.6,0.48
1996-03-25,0,260.3,266,284.3,5.3,0.57
1996-03-26,0,256,268.1,285.3,2.5,0.59
1996-03-27,0,260.5,269.3,287.5,4.9,0.68
1996-03-28,0,262.2,270,286.5,8.6,0.57
1996-03-29,1.9,179.6,270.1,281.8,7.7,0.31
1996-03-30,0,271.3,268.2,287.8,1.6,0.69
1996-03-31,0,276,271.2,290.9,3.1,0.94
1996-04-01,0,284.6,272.3,292,5.6,1.06
1996-04-02,0,281.5,273,289,6.8,0.82
1996-04-03,0,286.1,269.4,287,3.5,0.67
1996-04-04,1.1,235.1,271.9,286.6,3.4,0.67
1996-04-05,0,272.4,269.3,286.1,6.3,0.57
1996-04-06,0,294.4,269.5,288.7,3.4,0.8
1996-04-07,0,293.9,272.7,292.2,2.5,1.09
1996-04-08,0,292,274.3,295.2,3.8,1.26
1996-04-09,0,294.9,275.5,295.6,4.4,1.34
1996-04-10,0,278.6,275.1,290.4,7,0.98
1996-04-11,2.3,291.3,269.1,287,4.4,0.62
1996-04-12,0,297.9,270.7,288.3,7,0.7
1996-04-13,0,305.5,270.7,283.9,6.2,0.6
1996-04-14,0,310,265.4,285.3,5.1,0.66
1996-04-15,0,306.4,268.3,290.7,3.6,1
1996-04-16,0,307.2,272.1,291.3,7.3,1.08
1996-04-17,0,303.4,273.4,288.5,9.3,0.75
1996-04-18,0,225.2,272.7,286.3,8.4,0.45
1996-04-19,0,318.6,268.1,286.3,3.6,0.75
1996-04-20,0,308.1,271.2,288.3,5.5,0.91
1996-04-21,0,315.6,272.8,287.4,2.9,0.87
1996-04-22,0,319.6,269.5,290.1,2.4,0.98
1996-04-23,0,317.9,272.9,295.3,3.3,1.4
1996-04-24,0,317,278.3,297.7,4.9,1.71
1996-04-25,0,313.4,277.1,297,4.6,1.48
1996-04-26,0,319,276.8,297.9,3.8,1.56
1996-04-27,0,315.7,278.6,298.1,6.1,1.6
1996-04-28,0,325.6,275.2,290.3,6.5,1.09
1996-04-29,0,329.1,268.7,291.6,5.6,1.11
1996-04-30,0,328.1,275.3,295,2.9,1.44
1996-05-01,0,334.2,278.1,296.2,4.3,1.58
1996-05-02,0,334.7,277.3,296.5,5.5,1.55
1996-05-03,0,334.7,276.7,295.3,6.4,1.35
1996-05-04,0,336.6,276.4,295.7,5.2,1.41
1996-05-05,0,340.9,276,296.7,4.5,1.5
1996-05-06,0,342.1,276.9,297.8,4.8,1.63
1996-05-07,0,341.4,278.1,297.4,7.1,1.64
1996-05-08,0,335.1,277.1,295.4,6.8,1.41
1996-05-09,0,340.3,276.5,294,6.5,1.2
1996-05-10,0,346.1,276.5,296.8,2.2,1.55
1996-05-11,0,347,280.6,301.1,2,2.1
1996-05-12,0,349.6,283.4,302.6,3.9,2.39
1996-05-13,0,339.2,281.4,301,5.9,2.09
1996-05-14,0,345.8,278.8,297.8,6.6,1.64
1996-05-15,0,341.7,278.4,296.6,7,1.33
1996-05-16,0,342.1,278.7,296,7.4,1.27
1996-05-17,0,339.2,276.8,297.1,5.3,1.35
1996-05-18,0,345.2,278.5,298.7,7.3,1.57
1996-05-19,0,344.9,280.4,297.2,9.4,1.52
1996-05-20,0,349.6,277.2,296.8,5.8,1.44
1996-05-21,0,350,276.9,296.8,6.3,1.46
1996-05-22,0,349.5,278.2,295.1,8.9,1.27
1996-05-23,0,354,275.9,291.9,8.8,1.06
1996-05-24,0,250.4,274.6,287.1,8,0.73
1996-05-25,0.7,271.2,273.2,285.4,5.7,0.59
1996-05-26,0,298.7,269.8,287.4,4.7,0.56
1996-05-27,0,351.6,272.3,292.8,6.3,0.92
1996-05-28,0,356.7,274.6,293.3,5.7,1.07
1996-05-29,0,355.8,275.3,295.4,6.3,1.26
1996-05-30,0,357,275.6,294.7,6.2,1.25
1996-05-31,0,359,275.3,296.2,3.2,1.38
1996-06-01,0,349.7,278.8,299.2,1.5,1.78
1996-06-02,0,344.3,280.1,301.8,2.3,2.06
1996-06-03,0,348.9,284,303,1.9,2.39
1996-06-04,0,346.9,284.8,303.8,3.1,2.49
1996-06-05,0,347.4,282.9,303.7,5,2.35
1996-06-06,0,348.7,282.7,303.8,3.5,2.36
1996-06-07,0,345.4,283.3,303.9,3.9,2.34
1996-06-08,0,345.8,283.5,304,4.4,2.35
1996-06-09,0,323.6,284.1,304.2,4.2,2.42
1996-06-10,0,345.1,282.6,303.3,5.2,2.29
1996-06-11,0,298.7,283.4,301.4,4.9,2.06
1996-06-12,0,265,282.9,300,4.6,1.79
1996-06-13,0.8,280.3,283.8,299.6,2.6,1.72
1996-06-14,0,272.6,282.7,299.6,3.2,1.59
1996-06-15,0,345.1,281.7,300.5,3.7,1.75
1996-06-16,0,349.5,280.9,301.7,4.7,2.03
1996-06-17,0,346.6,280.9,301.6,5.5,1.93
1996-06-18,0,350.4,281,302.7,5.1,2.15
1996-06-19,0,348.9,281.8,303.2,5.7,2.2
1996-06-20,0,327.4,283.5,303.3,6.6,2.06
1996-06-21,0,336.5,283.9,301.4,7.8,1.8
1996-06-22,0,354.7,280.7,299.1,7,1.75
1996-06-23,0,355.6,278.3,299.6,5.3,1.78
1996-06-24,0,350.9,278.8,299.9,6.7,1.74
1996-06-25,0,347.3,278.5,299.1,7.1,1.53
1996-06-26,0,190.8,279,292.8,8.4,0.88
1996-06-27,0,343,277.4,296.4,7,1.11
1996-06-28,0,347.5,277.1,296.8,4.4,1.28
1996-06-29,0,345.2,281.4,302.9,2.4,2.09
1996-06-30,2.6,325.9,286.1,302,3.1,1.85
1996-07-01,0.7,295.6,285.1,303,1.5,1.77
1996-07-02,4,285.5,286.2,304,3.5,2.01
1996-07-03,1.8,275.2,285.4,303.2,4,1.61
1996-07-04,2.3,288.6,284.9,302.1,3.3,1.35
1996-07-05,0.8,294.6,286.3,303,3.8,1.48
1996-07-06,2.5,284.1,286.5,303.7,3.5,1.71
1996-07-07,2.5,285.5,287.4,303.7,3.2,1.65
1996-07-08,3.1,270.1,286.5,301,4.6,1.14
1996-07-09,5.1,231.7,286.3,297.9,4.4,0.72
1996-07-10,13.2,252.1,284.5,299,4.1,0.74
1996-07-11,9.7,276.2,284.2,301.1,3.8,0.95
1996-07-12,1.3,241.6,286.4,301.6,3,1.14
1996-07-13,9.9,277,286,300.9,3.2,1.11
1996-07-14,1.9,276,284.6,299.8,3.9,0.9
1996-07-15,0,283.8,283.5,297.8,4.2,0.65
1996-07-16,7.3,249.6,283,296.6,4.6,0.49
1996-07-17,0,290.5,283.1,298.7,4.6,0.82
1996-07-18,0,293.9,283,299.6,4.3,1.16
1996-07-19,0,296.9,284.2,301.8,3.2,1.69
1996-07-20,0,291.7,284.7,302.6,3.8,1.86
1996-07-21,0,285.5,285,303,3.6,1.85
1996-07-22,0,281.3,285.7,304.7,3.6,2.17
1996-07-23,0,282,286.7,305.2,3,2.36
1996-07-24,2.4,289.3,288.2,304.7,3.4,2.26
1996-07-25,4,285.7,287,302.8,4.5,1.64
1996-07-26,1.5,280.7,286.2,302.6,2.2,1.5
1996-07-27,6.5,271.8,286.9,301.1,3.9,1.24
1996-07-28,0.9,248.2,287.1,299.2,2.8,1.11
1996-07-29,1.6,277,286.1,300.9,1.8,1.34
1996-07-30,1.9,278,286.8,302.8,1.8,1.63
1996-07-31,0,278.6,286.2,303.7,2.3,1.79
1996-08-01,2.5,231.5,286.7,302.8,3.5,1.61
1996-08-02,4.2,250.1,286.2,300.2,4.7,1
1996-08-03,0,257.1,283.2,298.1,7,0.62
1996-08-04,0,267.4,282.1,297.4,7.3,0.87
1996-08-05,0,268.7,280.3,298.4,4.9,1.11
1996-08-06,0,266.8,280.5,298.3,4.7,1.12
1996-08-07,1.7,267.7,282.4,300.7,1.4,1.67
1996-08-08,0.5,256.6,284.9,301,2.6,1.68
1996-08-09,0.4,254.3,282.9,299.9,3.1,1.12
1996-08-10,0,258.8,283.4,301.6,2.2,1.33
1996-08-11,0,259.1,284.3,303.3,3,1.65
1996-08-12,0,258.2,286.1,303.9,2.9,1.95
1996-08-13,1.8,251.1,286.5,304.4,3.1,2.17
1996-08-14,0.6,235.7,286.5,304.5,3.1,2.06
1996-08-15,4.7,240.9,285.8,302.8,3.3,1.71
1996-08-16,0,248.9,284.3,302.7,3.8,1.63
1996-08-17,0,253.4,283.7,300.6,4.8,1.39
1996-08-18,5.6,246.5,282.9,298.4,5.6,0.88
1996-08-19,4.6,247.3,282.2,298.5,3.4,0.86
1996-08-20,2.5,220.6,282.2,298.3,3.2,0.9
1996-08-21,3.9,234.3,283.5,299.8,2,1.14
1996-08-22,2,241.6,284.6,299.9,1.2,1.36
1996-08-23,6.3,228.2,284,299.4,2.3,1.21
1996-08-24,1,226.4,282.8,298,3,0.96
1996-08-25,2.9,227.8,282.8,299.3,1.9,1.14
1996-08-26,8.1,226.4,284.5,298.1,2.9,0.99
1996-08-27,0,235.8,282.8,299.7,3.8,0.85
1996-08-28,0.8,237.1,283.6,301.9,2.6,1.1
1996-08-29,1.5,235,284.5,302.6,2.8,1.13
1996-08-30,0,237.6,286.3,302.8,3.7,1.39
1996-08-31,4.3,237.5,284.7,301.4,5.1,1.13
1996-09-01,13,189.5,284,296.7,5.9,0.64
1996-09-02,2.7,251.7,282.3,297.3,4.4,0.76
1996-09-03,1.2,252.5,282.4,297.7,4.4,0.73
1996-09-04,16.2,237.1,282.9,297.3,4.7,0.72
1996-09-05,32.5,168,281.8,290.6,4.2,0.19
1996-09-06,5.4,216.1,281.3,293.2,3.7,0.39
1996-09-07,1.3,254.2,281.6,296.4,2.2,0.8
1996-09-08,0,258,282.2,297.6,2.2,1.02
1996-09-09,0,248.4,282.6,297.5,3.3,1.05
1996-09-10,13.3,199.5,283.8,295.6,1.7,0.84
1996-09-11,16,207.1,283.3,293.3,2.2,0.58
1996-09-12,2.9,226,280.4,294.3,3.2,0.51
1996-09-13,12.8,241.9,281.4,293.8,7.8,0.56
1996-09-14,6.5,177.8,278.5,287.8,6.7,0.25
1996-09-15,0,249.6,276.4,291.5,4.5,0.47
1996-09-16,0.4,232.9,279.5,290.3,7.8,0.36
1996-09-17,6,214.4,277.3,289.8,6.3,0.3
1996-09-18,5.1,208.3,277.4,288,5.7,0.24
1996-09-19,0,241.6,276.6,292.2,3.4,0.51
1996-09-20,0.3,239.6,277,292.8,3.3,0.8
1996-09-21,0,239.4,278.1,294.9,3.8,0.94
1996-09-22,0,237.7,278.8,294.8,4.8,0.77
1996-09-23,0,236.4,278.4,294.5,4.2,0.8
1996-09-24,0,214.1,280,294.4,4.4,0.76
1996-09-25,1.8,219.6,279.3,293.8,4.8,0.58
1996-09-26,0,225.6,280.2,293,6.6,0.57
1996-09-27,0,233.7,275.6,290.1,3.6,0.87
1996-09-28,0.3,231.2,274.1,293.1,2.8,1.03
1996-09-29,0,226.7,278.4,295,2.9,1.12
1996-09-30,0,221,279.8,295.4,3.8,1.05
1996-10-01,0,230,278.2,294.7,5.1,1.04
1996-10-02,0,225,277.3,294.3,5.6,0.95
1996-10-03,0,224.2,277.5,294.1,3.2,0.89
1996-10-04,0,221.5,277.9,294.7,2.5,0.91
1996-10-05,0,221.1,279.5,295.8,1.9,1.03
1996-10-06,0,218.6,280.4,295.9,2.6,1.11
1996-10-07,0,219.3,279.4,296.5,2.8,1.26
1996-10-08,0,219.6,281.3,298.2,1.6,1.54
1996-10-09,0,216.7,282.2,299.2,2.4,1.67
1996-10-10,0,213.9,280.8,298.5,3.4,1.51
1996-10-11,0,211.9,279.5,297.3,4.4,1.32
1996-10-12,0,210.8,277.8,296,3.9,1.22
1996-10-13,0,167.9,279.7,294.6,3.2,1.16
1996-10-14,1.5,167,278.9,292.2,2.4,0.83
1996-10-15,0,205.1,276,292.8,3.1,0.84
1996-10-16,0,202.4,276.5,291.5,7.1,0.62
1996-10-17,0,200.8,274.2,289.9,2.7,0.66
1996-10-18,0,199.8,274,291.6,5.4,0.78
1996-10-19,0,197.4,275.6,287.7,9.9,0.47
1996-10-20,0,192.3,270.8,284.3,5.5,0.42
1996-10-21,0,204.4,263.3,276.9,7.1,0.36
1996-10-22,0,199.9,261.3,282.7,4.6,0.55
1996-10-23,0,196.6,267.6,284.9,2.5,0.69
1996-10-24,0,186.8,267.9,286.2,5.2,0.74
1996-10-25,4.3,147.7,268.3,280.8,9.8,0.38
1996-10-26,2.6,104.8,266.3,276.5,3.6,0.21
1996-10-27,5.3,113,265.3,277.2,4,0.11
1996-10-28,6.5,140.4,267.7,277.3,6.3,0.17
1996-10-29,1,176.6,265.7,281.5,4.8,0.32
1996-10-30,0.5,179.5,267,280.7,6.2,0.24
1996-10-31,2.7,179.6,268.6,281.1,7.3,0.26
1996-11-01,0,180.6,265.6,281.9,5,0.39
1996-11-02,0,124.8,269.2,285.9,6.2,0.52
1996-11-03,2.5,136.1,269.8,281.4,6.1,0.24
1996-11-04,1.3,172.6,268,286,2.7,0.46
1996-11-05,0,172.6,269.3,284.4,5.3,0.5
1996-11-06,0,169.1,270,282.9,2.9,0.44
1996-11-07,0,171.3,265.4,283.3,4.5,0.51
1996-11-08,0,166.9,268.1,286.5,4.7,0.7
1996-11-09,0,166.6,270.4,288.8,4.7,0.78
1996-11-10,0.7,165.4,271.3,290.8,2.4,0.92
1996-11-11,0,155.9,274.2,290.9,1.8,0.98
1996-11-12,0,160.6,275.3,291.1,1.9,1.01
1996-11-13,0,157,274.3,291,2.9,0.97
1996-11-14,0,156.9,273.9,287,7.2,0.65
1996-11-15,3.3,126.3,271.2,280.9,11.4,0.2
1996-11-16,2.9,147.4,266.9,277.4,5.2,0.2
1996-11-17,0,135.7,265.8,281.5,5,0.33
1996-11-18,0,149.9,269.1,287.8,3.2,0.49
1996-11-19,0,149.8,272.6,291.2,3.3,0.78
1996-11-20,0,147.5,272.9,289.5,3.8,0.74
1996-11-21,0,114.9,272.1,287.1,5.1,0.45
1996-11-22,5.2,113.6,273.4,283.2,7.6,0.16
1996-11-23,0.3,145.4,269.2,282,3,0.24
1996-11-24,1.5,148.2,266.7,282.1,2.5,0.36
1996-11-25,0,143.6,269.3,283.8,1.3,0.47
1996-11-26,1.8,81.4,270.8,281,2.4,0.28
1996-11-27,1.3,112.1,267.7,278,6.2,0.19
1996-11-28,0,141.5,265.5,282,4.3,0.32
1996-11-29,12,111.6,265.7,275.6,7.5,0.12
1996-11-30,2.1,143.6,265.2,277.1,3.3,0.29
1996-12-01,0.4,145.3,265.4,281.9,3.3,0.52
1996-12-02,0,147,264.9,278.4,2.7,0.4
1996-12-03,0,146.4,265.1,282.9,3.1,0.62
1996-12-04,0,144.1,266.3,281.6,2.6,0.57
1996-12-05,0,138.6,266.2,279.1,5.2,0.4
1996-12-06,0.4,134.4,268.7,281.6,6.6,0.35
1996-12-07,0,136.2,268.9,284.4,2.6,0.37
1996-12-08,2.2,137,271,289.7,2.8,0.77
1996-12-09,0.4,134.7,273.8,287.3,7,0.63
1996-12-10,11.6,126.8,272.8,281.8,9.1,0.2
1996-12-11,0.3,133.3,270.7,283.6,4.5,0.27
1996-12-12,0,136.5,270.3,285.5,1.4,0.44
1996-12-13,0,138.2,272,288.5,2.3,0.78
1996-12-14,0.6,138.5,269.8,283.4,5.6,0.55
1996-12-15,0,142.1,263.1,275,8.9,0.36
1996-12-16,0,134.7,263.5,284.6,3.4,0.6
1996-12-17,0,140.6,262,274.1,7.4,0.29
1996-12-18,0,139.6,258.8,274,5.1,0.35
1996-12-19,0,137.3,261.7,280.8,3.1,0.53
1996-12-20,0,138.9,264,282,3.9,0.56
1996-12-21,0.7,132.4,266.1,279.3,7.9,0.45
1996-12-22,0,117.6,266.7,277.5,9.6,0.21
1996-12-23,0.6,135.5,266,278.9,4.8,0.29
1996-12-24,0,134.2,264.5,279.7,5.1,0.44
1996-12-25,0,134.7,265.2,283,2.9,0.57
1996-12-26,0,130,268.1,282,5.2,0.59
1996-12-27,0,76.7,268.9,279.3,6.7,0.33
1996-12-28,0.3,123.5,269.3,280.4,5,0.32
1996-12-29,0.6,131.1,267.5,283.8,1.9,0.4
1996-12-30,0,94.6,271,285.8,1.3,0.58
1996-12-31,0,80.2,274.8,284.1,2.9,0.51
1997-01-01,0.3,128.7,274.1,289.2,1.8,0.6
1997-01-02,0,128.5,272.2,287.3,4.1,0.29
1997-01-03,27.1,89.6,272.6,282.8,7.3,0.12
1997-01-04,0,123.8,267.7,279.8,2.3,0.25
1997-01-05,7.7,39,266.6,275.5,4.9,0.07
1997-01-06,20.4,87.7,263,272.2,6.5,0.06
1997-01-07,0.7,141.7,258.9,271.2,5.9,0.11
1997-01-08,0,142.3,258.6,272.4,4.1,0.16
1997-01-09,0.8,139.2,261.7,276.7,2.3,0.26
1997-01-10,0,138,264.1,279.8,2.8,0.28
1997-01-11,0.3,136.3,265.1,278.4,5,0.22
1997-01-12,4.5,106.4,265.4,276.4,8.3,0.08
1997-01-13,50.1,115.2,265.8,274,11.7,0.02
1997-01-14,22,84.9,258.1,271.4,8.6,0.01
1997-01-15,3.6,136,256.5,272.5,1.6,0.12
1997-01-16,1.1,116.2,262.4,274.1,2.5,0.11
1997-01-17,1,151.5,260.7,274.4,4.6,0.17
1997-01-18,0,148.9,264.7,281.6,3.4,0.44
1997-01-19,0,148.2,266.3,281.2,2.5,0.37
1997-01-20,0,145.5,268,279.2,5.9,0.19
1997-01-21,0,150,264.7,277.5,5.1,0.18
1997-01-22,0.6,114.7,265,278.3,4.6,0.21
1997-01-23,0.4,126.4,267.7,277.8,6.4,0.09
1997-01-24,0.4,152.8,266.8,281.2,3.5,0.21
1997-01-25,4,115.2,267.7,278.4,5.4,0.12
1997-01-26,36.3,81.3,269.7,280.3,6.8,0.09
1997-01-27,7.3,147.4,268.9,281.2,3.2,0.22
1997-01-28,0,146.7,267.8,282.5,2.5,0.33
1997-01-29,0,158.9,267.1,279.6,6.8,0.25
1997-01-30,0.3,166,263.4,278,4.5,0.2
1997-01-31,0.6,162.7,267.3,286,2.7,0.55
1997-02-01,0,166.6,268.7,284.8,3.9,0.52
1997-02-02,0,102.2,268.7,281.2,4.6,0.26
1997-02-03,0,170.2,266.4,283,2.4,0.44
1997-02-04,0,163.7,269.2,284.2,4.3,0.6
1997-02-05,0,173,268.2,282,5.4,0.5
1997-02-06,0,137.2,262.2,274.1,4.9,0.2
1997-02-07,0,180.6,259.8,276.7,3.4,0.26
1997-02-08,0,157.4,264.8,280.8,3,0.45
1997-02-09,0.7,182.9,266.6,281.5,1.8,0.47
1997-02-10,0,185.2,265.3,280.8,3.5,0.42
1997-02-11,0,155.7,268.1,280.8,2.8,0.41
1997-02-12,0,180.3,266.2,281.3,4.7,0.33
1997-02-13,5.3,193.8,262.6,273.6,8.1,0.17
1997-02-14,0,194.5,259.9,277.4,4.9,0.27
1997-02-15,3.6,192.4,266.2,283.4,4.7,0.49
1997-02-16,0,181.4,266.1,284.4,4.1,0.52
1997-02-17,0,128.5,271,284,6.3,0.49
1997-02-18,0,173.5,268.9,282.9,3.3,0.41
1997-02-19,0,200.6,267.2,284,4.4,0.53
1997-02-20,0,199.7,269.4,284.6,5,0.62
1997-02-21,0,207.5,264,277.2,5,0.37
1997-02-22,0,207.2,264.1,281.1,3.1,0.5
1997-02-23,0,207.4,265,279.8,3.5,0.41
1997-02-24,0,138,263.9,277.8,3.1,0.25
1997-02-25,4,116,264.5,275.6,3.6,0.2
1997-02-26,0.4,169.9,262.6,277.2,4.4,0.22
1997-02-27,23.1,103.3,265.5,274.9,8.7,0.09
1997-02-28,22.2,101.9,261.8,274.3,6.1,0.07
1997-03-01,1.4,221.8,255.1,273,2,0.15
1997-03-02,1,220.4,261.1,277.4,3.1,0.25
1997-03-03,0,226,264.6,282.1,4.6,0.4
1997-03-04,0,228.5,263.7,281.5,4.5,0.41
1997-03-05,0,235.2,260.2,277.4,4.6,0.28
1997-03-06,0,228.7,266.1,288.2,2.4,0.77
1997-03-07,0,231.1,267.5,286.2,2.3,0.67
1997-03-08,0,233.4,271.3,288.9,2.1,0.86
1997-03-09,0,237.4,269.8,289,4.8,0.87
1997-03-10,2.4,238.6,268.9,287.3,4.2,0.73
1997-03-11,1.2,236.6,272.4,292.6,3.3,1.04
1997-03-12,0,224.3,273.5,292.5,4.2,1.05
1997-03-13,0,239.6,271.5,291.1,3.2,0.99
1997-03-14,0,240.3,273.3,290.6,3,1
1997-03-15,0,242.9,271.8,290.8,5,0.93
1997-03-16,0,240.1,271.4,290.2,6.4,0.87
1997-03-17,0,238.7,272.6,288.9,5.1,0.83
1997-03-18,0,251.6,270.4,290.6,5.6,0.95
1997-03-19,0,251,271.9,293.7,3.4,1.14
1997-03-20,0,252.5,276.2,296,2.6,1.38
1997-03-21,0,255,275.9,295.4,3.9,1.33
1997-03-22,0,249.8,274.6,290.5,3.1,0.98
1997-03-23,0,259.1,272.9,290.3,6.2,0.92
1997-03-24,0,258.7,268.9,289.1,5.8,0.77
1997-03-25,0,265.4,266.2,284.1,7.7,0.61
1997-03-26,0,263.9,266.8,286.6,3.3,0.66
1997-03-27,0,263.2,269.7,289,6.3,0.76
1997-03-28,0,266.8,269.7,289.8,5.5,0.84
1997-03-29,0,268.4,269.6,289.1,3.9,0.81
1997-03-30,0,263,269.1,290.4,4,0.92
1997-03-31,0,214.6,272.6,284,6.3,0.38
1997-04-01,0,245,270.5,282.6,8.9,0.24
1997-04-02,12.8,218.7,269.5,279.4,8.3,0.25
1997-04-03,12.6,151.4,268.5,277.6,4.3,0.13
1997-04-04,8,153.2,266.7,274.2,7.1,0.02
1997-04-05,8.3,231.4,267.5,279.2,7.5,0.09
1997-04-06,9.3,247.2,268.6,282.2,3.1,0.21
1997-04-07,0,269,269.3,284.8,3,0.38
1997-04-08,0.3,292.3,271.8,286.3,5,0.54
1997-04-09,0,295.8,272.1,283.5,11,0.49
1997-04-10,0,254.5,269,280.9,4.5,0.4
1997-04-11,0,166.1,269.9,279.5,3.2,0.36
1997-04-12,0,159.9,269.4,279.9,4.7,0.34
1997-04-13,0,307.1,266.1,282.2,3.4,0.46
1997-04-14,0,300.2,268.2,286.4,2.1,0.68
1997-04-15,0,304.5,273.1,289.2,1.6,0.89
1997-04-16,0.4,306.5,274.3,291.3,2.2,1.02
1997-04-17,0.3,285.9,276.7,292.2,2.6,1.06
1997-04-18,0,304.5,275.7,291.8,3.4,0.89
1997-04-19,0,309.6,275.1,291.6,5,0.97
1997-04-20,0,300.8,274.7,292.7,3.9,0.89
1997-04-21,0.3,295.3,277,294.1,6.1,1.01
1997-04-22,0,306.1,276.4,292.4,4.1,0.98
1997-04-23,0,268.8,277.1,289.8,8.4,0.83
1997-04-24,0,176.8,270.5,284.3,5.9,0.61
1997-04-25,0.3,216.9,267.5,281.7,6.1,0.31
1997-04-26,0,315.6,270.2,289.3,3.8,0.71
1997-04-27,0,314.2,275.6,292,4.3,0.96
1997-04-28,0.3,319.8,275.4,292,6.5,0.93
1997-04-29,0,318.1,275.8,290,7.6,0.83
1997-04-30,0,312.2,274.3,292.3,4.6,0.89
1997-05-01,0.7,325,275.1,290.9,7.6,0.89
1997-05-02,0,333.5,271.1,290.7,3.3,1
1997-05-03,0,319.2,274.8,294.5,3.6,1.22
1997-05-04,0,320.4,277.6,296.6,3.5,1.38
1997-05-05,0,310.3,279,297.3,3.8,1.47
1997-05-06,0,326.2,279.6,297,4.1,1.44
1997-05-07,0,325.8,278.3,296.3,4,1.42
1997-05-08,0,329.6,277.8,295.8,2.8,1.31
1997-05-09,0,331.5,278.3,296.4,2,1.38
1997-05-10,0,305.8,278.7,295.8,1.5,1.29
1997-05-11,0.5,324.4,278.6,295.4,1.8,1.25
1997-05-12,0,330,277,296.5,3.3,1.26
1997-05-13,0,341.3,277.6,298.2,3.9,1.45
1997-05-14,0,331.2,278.8,299.1,3.6,1.62
1997-05-15,0,341.5,279.6,299,3.2,1.63
1997-05-16,0,308,281.1,299.1,2.8,1.72
1997-05-17,0,308.3,282.2,298.5,2.8,1.63
1997-05-18,3.9,295.3,280.5,297.6,3.5,1.4
1997-05-19,8.2,308.5,279.5,295.8,3.4,1.11
1997-05-20,0.6,296.6,277.1,292.8,4,0.84
1997-05-21,4.9,280.1,277.5,291.9,3.5,0.8
1997-05-22,0,345.6,275.9,294.3,4,0.98
1997-05-23,0,267,277.3,292.7,6.1,0.97
1997-05-24,0,335.1,276.6,291.1,8.3,0.79
1997-05-25,0,338.9,273.8,291,6.8,0.68
1997-05-26,0,342.5,273.7,292.3,2.7,1.03
1997-05-27,0,351,274.7,295.3,2.6,1.32
1997-05-28,0,344.7,279.2,298.6,2.4,1.66
1997-05-29,0,348.2,280.2,300.3,3.7,1.8
1997-05-30,0,347.6,280.9,300.9,3.7,1.86
1997-05-31,0,353.7,282,301.5,4.7,1.98
1997-06-01,0,349.3,280.1,300.1,5.6,1.86
1997-06-02,0,348.1,279.7,299.8,5,1.81
1997-06-03,0,353.3,279.6,300.3,5,1.92
1997-06-04,0,326.9,279.4,299.4,5.8,1.8
1997-06-05,0,313.3,279.7,297.7,6.6,1.61
1997-06-06,0.6,300.3,278.9,295.4,6.1,1.29
1997-06-07,6.9,304.6,275.7,291.4,4,0.82
1997-06-08,0,324.7,275.2,292.6,4,0.85
1997-06-09,0,341.8,277.5,296.7,3.3,1.14
1997-06-10,0,348.6,278.5,297.1,5.6,1.38
1997-06-11,0,350.1,277.7,297,5.6,1.41
1997-06-12,0,344.4,277.7,295,7.6,1.11
1997-06-13,0,342.8,275.8,292.5,10.3,0.94
1997-06-14,0,351.1,275,292.3,8.3,0.93
1997-06-15,0,276.7,274.3,290.4,3.9,0.82
1997-06-16,0,348.1,273.7,296,2.2,1.18
1997-06-17,0,345.1,280.5,300.2,1.8,1.76
1997-06-18,0,344.8,281.9,302.4,3.9,2.05
1997-06-19,0,350,281.7,301,5.5,1.95
1997-06-20,0,351.4,280.6,300.3,5.5,1.88
1997-06-21,0,352.6,279.4,299.6,5,1.78
1997-06-22,0,352.3,279.6,299.9,5.5,1.84
1997-06-23,0,352.1,278.7,298.3,5.2,1.67
1997-06-24,0,353.8,278.8,299.7,3,1.87
1997-06-25,0,352.6,279.4,300.8,3.5,2
1997-06-26,0,348.1,280.3,300.6,5.1,1.92
1997-06-27,0,348.6,280.3,300.4,5.7,1.9
1997-06-28,0,350,279.2,299.3,5.8,1.79
1997-06-29,0,352.7,279,299.4,5.6,1.83
1997-06-30,0,344.7,279.2,299.8,6.7,1.85
